zipcode,state,sqft,bedrooms,bathrooms,year_built,lot_size,price,has_garage,has_pool,house_type,neighborhood_quality
24472,MD,2506,4,3.0,1914,13158,439745,1,0,Single Family,High
13471,MI,1171,3,3.5,1999,14997,215970,0,1,Single Family,Medium
18329,WA,877,5,3.0,1900,7600,293105,1,0,Single Family,High
56850,IL,1354,4,3.0,1990,11648,321691,1,1,Single Family,Medium
64220,NY,3087,3,1.0,1992,2000,811401,0,0,Townhouse,Medium
16397,AZ,2700,5,2.0,1914,9060,481361,1,0,Single Family,Low
45525,NY,1679,3,1.5,1973,9132,605069,1,0,Townhouse,Very High
63072,NC,2209,3,1.0,1983,15400,338317,1,0,Condo,High
93820,MD,1525,2,2.5,1921,7093,377557,1,0,Single Family,Medium
94530,WA,2254,3,1.5,1949,10745,578340,1,0,Single Family,High
93369,NJ,1405,3,1.0,2022,13984,541196,1,0,Single Family,High
35122,GA,2564,5,2.5,1972,3893,330682,1,0,Condo,Medium
80553,MD,1700,4,4.0,2019,14829,580966,1,1,Townhouse,Medium
72812,WI,3129,3,1.5,1995,16206,302863,1,1,Single Family,Medium
32436,CO,1774,3,3.0,2005,13875,536836,1,0,Single Family,Medium
52963,CO,2530,6,3.5,1982,12127,781315,1,0,Single Family,Medium
12096,MN,1062,4,3.5,2003,13098,372281,1,1,Condo,Medium
35279,NY,2774,4,1.5,1990,10356,807119,1,0,Condo,Very High
36201,GA,1902,2,4.0,1950,8132,307397,1,1,Single Family,Low
66614,VA,2003,3,5.0,1948,8957,566235,0,0,Single Family,Very High
15105,MN,2721,4,1.5,1958,9397,421817,1,0,Single Family,Medium
78920,WI,1725,4,3.0,1929,9366,343975,1,0,Townhouse,High
53619,MN,2222,1,1.0,1984,24209,496274,1,0,Single Family,High
52821,NJ,2879,3,2.0,1920,19672,493615,1,0,Townhouse,Medium
23493,OH,1860,4,2.5,2017,10021,308403,1,0,Townhouse,High
27069,FL,1783,4,1.5,1933,9345,443191,1,0,Condo,High
17736,VA,782,4,2.0,1949,7768,286964,1,0,Single Family,Medium
17710,FL,1919,3,5.0,1975,10214,507967,1,0,Single Family,Medium
77155,OR,2691,3,1.5,1946,8143,457744,1,0,Single Family,High
72424,GA,2863,3,2.5,2020,11850,365570,1,1,Townhouse,Medium
55603,MN,1768,2,2.0,1983,2000,400979,0,1,Townhouse,Medium
33252,OR,1980,5,3.0,1905,2000,653478,1,1,Single Family,Very High
90797,MN,1648,4,3.5,1949,5761,467541,1,0,Condo,High
11431,VA,800,2,1.0,2008,11398,318680,1,0,Condo,Medium
84603,IL,1451,4,1.5,1999,6146,398890,1,0,Condo,Medium
47481,WI,3468,2,1.0,1962,21550,424880,1,0,Townhouse,High
19557,TX,1232,5,2.0,1911,14473,360192,1,0,Single Family,High
84971,MI,888,4,4.5,1940,19791,253083,1,0,Single Family,Medium
10162,FL,2098,3,4.5,1930,14500,545589,0,0,Single Family,Medium
44742,VA,1939,1,2.5,1901,2080,389250,0,1,Townhouse,Medium
29675,NJ,1773,1,3.5,1915,4172,538575,1,1,Single Family,Medium
83997,WI,2010,4,5.0,1900,7442,358011,0,0,Condo,High
27015,NC,2450,4,4.0,1903,4020,323877,1,0,Condo,High
60057,IL,1588,2,1.5,1946,15406,310290,1,0,Single Family,High
42591,NJ,2136,3,1.5,2015,9207,645361,1,0,Townhouse,High
19833,MA,2716,3,2.0,1964,11025,635926,1,0,Townhouse,High
59733,MA,2469,4,2.0,1998,8643,824442,1,0,Single Family,Medium
51800,MA,3752,4,5.0,1976,3177,1031227,1,1,Condo,High
28681,MD,1945,6,5.0,1983,13539,452561,1,0,Single Family,High
60026,CA,1869,2,3.5,1955,4618,770339,1,0,Single Family,High
25892,NC,2637,1,2.0,1970,2000,365799,1,1,Single Family,Medium
57299,MI,1661,1,3.0,1956,2000,250172,1,0,Single Family,Low
27073,NY,1100,4,4.0,2003,2770,559037,1,0,Single Family,Medium
24289,FL,1585,3,2.5,1927,8987,363825,0,0,Single Family,Medium
17927,TX,1317,4,1.5,2013,9831,386259,1,0,Townhouse,High
58330,VA,3470,4,1.5,1943,10934,501360,1,0,Single Family,High
87454,IL,2345,3,4.5,1955,7601,507161,1,0,Townhouse,Medium
87465,FL,2482,5,3.5,1995,7570,507532,0,1,Single Family,High
12539,MI,2220,5,1.5,1972,9391,298204,1,0,Single Family,Low
32669,CO,1538,5,5.0,1933,8760,626293,1,1,Single Family,Medium
80968,TX,2303,4,3.0,1913,12165,478311,0,1,Townhouse,Very High
30644,IL,1639,4,1.5,1967,7571,352493,1,0,Single Family,Low
28745,CO,1226,4,2.0,1928,17724,334974,1,0,Single Family,High
44521,GA,2189,4,4.0,1916,7348,465689,1,0,Townhouse,Very High
36928,CA,1732,4,1.0,1982,11970,542636,1,0,Single Family,Medium
28322,VA,3051,3,2.5,2001,13088,658075,1,0,Single Family,High
67714,TX,1969,4,3.5,1908,3969,496533,1,0,Single Family,Very High
97896,NY,1450,3,4.5,1926,9486,705639,1,0,Single Family,High
39055,GA,1094,3,2.0,1978,2000,244967,1,0,Condo,High
52891,IL,1941,3,4.5,1936,9560,388080,1,0,Single Family,High
91912,IL,2223,6,4.5,1927,2565,501921,0,0,Townhouse,Medium
16588,OR,2136,3,4.5,1949,5935,577194,1,0,Condo,Medium
16304,MN,2911,3,1.0,1954,10427,485480,1,0,Single Family,Medium
17345,TX,3818,3,4.5,1903,8913,519053,1,0,Single Family,Low
39300,PA,2469,5,4.5,1984,4296,454445,1,0,Townhouse,Low
34259,PA,2825,4,1.5,2019,16107,362631,1,0,Single Family,Medium
25352,CA,1295,5,4.0,1918,12749,802066,0,0,Single Family,High
29446,NY,1665,3,1.5,1936,6617,662763,1,0,Single Family,High
12336,WI,2589,3,2.5,2021,13078,345703,1,0,Condo,High
72032,NC,2190,4,4.0,1903,12075,384582,1,0,Townhouse,High
85415,MN,1427,4,3.5,1936,3052,349318,1,0,Townhouse,Medium
81707,NC,2732,2,1.0,1931,10504,428572,1,0,Condo,Medium
33481,PA,1087,2,4.5,1944,7335,266082,1,0,Single Family,Low
28474,WI,1441,4,4.0,2011,2000,425169,1,0,Townhouse,High
56760,NJ,1336,1,2.5,1911,3628,283270,1,0,Townhouse,High
65718,MN,2228,1,1.0,1940,9457,318483,1,0,Single Family,Low
54629,MN,2868,3,4.5,1955,3310,552898,1,0,Single Family,Medium
55232,MA,593,4,4.0,1979,13163,444749,0,0,Condo,Medium
96544,MN,2066,4,4.5,1913,8104,458840,1,0,Single Family,Very High
77169,GA,1353,3,1.0,1953,2192,298069,1,0,Single Family,Very High
60669,GA,2703,4,3.0,1962,6685,599107,1,0,Single Family,High
57945,MI,1999,3,2.0,2018,2000,334107,1,0,Single Family,High
93457,NJ,3434,3,5.0,1995,5230,1000682,1,0,Single Family,High
24357,AZ,1205,3,2.5,1920,19383,341241,1,0,Single Family,Low
78673,GA,1333,4,2.5,1903,14962,364569,1,0,Townhouse,Medium
75633,WI,2225,3,4.5,1972,18157,366606,1,0,Condo,High
86943,OR,1428,3,4.0,2019,13577,493098,1,0,Single Family,Very High
88258,CO,2653,3,3.0,2014,7076,588849,1,0,Townhouse,High
22924,WI,2765,3,3.5,1945,11620,284840,1,1,Condo,Medium
84071,IL,1465,3,3.5,1911,11703,531207,1,1,Single Family,High
67326,WI,1807,4,4.5,1929,14456,312213,1,0,Condo,Very High
40651,MN,2072,4,5.0,1993,12987,463249,0,1,Townhouse,High
58777,OH,500,4,4.5,1959,10329,242024,1,0,Single Family,Medium
77263,IL,1717,2,1.5,1970,15529,316442,1,0,Townhouse,Very High
69634,NJ,1442,3,3.0,1980,7551,649611,1,0,Single Family,Medium
20800,NJ,500,4,2.5,1964,8706,477356,1,1,Townhouse,High
73878,NC,1086,2,3.5,2010,10686,356281,1,0,Single Family,Low
28708,OH,1919,3,2.0,1943,13183,219214,1,0,Single Family,High
22819,NY,1694,4,1.0,2007,11498,663679,1,0,Single Family,High
84905,TX,1557,6,2.5,2001,9711,430537,1,0,Single Family,Low
73870,VA,2557,3,3.5,1925,15363,449725,1,0,Single Family,Medium
19283,OH,2557,6,1.5,1990,6028,338919,0,0,Single Family,Very High
40573,PA,2104,3,1.5,2008,2500,382884,0,1,Single Family,High
88707,OH,2084,3,1.0,1915,11607,293883,1,0,Single Family,High
40933,MA,1400,3,5.0,2009,9798,801900,0,0,Single Family,Medium
15774,NJ,1484,4,2.0,1906,9164,442585,1,0,Townhouse,High
82055,NC,804,3,1.5,1931,3402,196460,1,0,Townhouse,High
20983,AZ,1824,3,2.5,1988,10993,549417,1,0,Townhouse,High
28133,CO,2550,5,3.5,1994,18975,638547,1,1,Single Family,Medium
24939,PA,2948,6,1.0,1915,3342,301702,1,0,Townhouse,High
10781,CA,1828,3,5.0,2018,9214,896538,1,0,Single Family,High
66700,MI,2344,2,5.0,2004,10377,249153,1,0,Single Family,High
37624,IL,500,4,4.5,2021,7780,330087,1,0,Single Family,Medium
16823,PA,1696,4,3.5,1977,10822,273691,1,0,Condo,Medium
28489,WI,1680,2,2.5,1988,7764,356439,0,0,Single Family,Medium
49961,WA,3043,5,1.5,1961,10767,760413,1,0,Single Family,Medium
39118,NC,2275,2,4.5,1929,8725,303268,0,0,Townhouse,High
91816,VA,2345,4,4.0,2019,7310,595990,1,0,Single Family,Very High
32263,PA,2309,3,2.5,1970,9614,402144,1,0,Single Family,Medium
30354,CO,3072,3,3.5,1966,2212,812357,1,0,Townhouse,Medium
52951,MI,500,4,1.0,1990,13469,197876,1,0,Townhouse,Medium
33648,TX,2102,6,1.5,1945,6371,389828,1,0,Single Family,Medium
60729,NC,2790,3,4.0,1982,13092,439323,1,0,Single Family,Very High
31253,MN,1467,5,1.5,1954,9755,304845,1,1,Single Family,Medium
74166,VA,2076,6,5.0,1944,5352,507547,1,0,Single Family,Very High
58563,GA,1453,4,4.0,1959,7806,439402,1,0,Single Family,High
98664,WA,1798,6,4.5,1970,10259,654122,1,1,Townhouse,Low
89025,CO,2304,3,5.0,1979,15702,537700,1,1,Single Family,Very High
42658,MA,1444,4,1.5,1931,14275,619185,0,0,Townhouse,High
81947,WI,2044,4,3.0,1976,2000,455565,1,0,Single Family,High
71001,IL,1785,2,3.0,1961,14359,340465,0,1,Townhouse,Very High
61707,PA,2378,3,3.0,1919,13350,327493,1,0,Townhouse,High
43243,NY,1978,4,1.5,1917,2000,553687,0,0,Single Family,High
31800,NY,1520,3,1.5,2000,8595,609614,1,1,Single Family,High
85939,NJ,1111,2,3.0,1905,10837,554237,1,0,Single Family,High
67828,MN,2094,4,2.0,1983,2000,317571,0,0,Single Family,Medium
17239,VA,1557,5,1.0,1995,13281,406906,1,0,Condo,Low
16710,PA,685,5,5.0,2009,8382,370176,0,1,Single Family,High
31384,NC,1068,6,1.5,2007,2000,286447,1,0,Condo,High
31038,IL,3138,4,1.5,1928,7427,475336,1,0,Single Family,Medium
50846,FL,1538,2,2.5,1903,12283,367461,1,0,Condo,High
97983,VA,2757,5,1.5,1970,5434,557402,1,0,Townhouse,Medium
77821,NJ,1750,3,4.0,1942,9771,616886,1,0,Townhouse,High
47991,PA,2867,4,1.0,1983,7834,396236,1,1,Single Family,Medium
89057,GA,2817,4,1.5,1933,2000,441562,1,0,Townhouse,High
16971,PA,1422,5,3.0,1999,13119,338634,0,1,Single Family,High
39139,MD,608,3,1.5,1970,14038,264261,0,0,Single Family,Very High
95445,WI,667,2,5.0,1932,15743,169967,0,0,Townhouse,Very High
87067,OR,1433,4,2.5,1914,10045,558582,1,0,Townhouse,High
47711,CA,2101,4,1.0,1985,11200,818720,1,1,Single Family,Medium
16530,NY,2912,4,1.0,2019,8410,773270,1,1,Single Family,Medium
75794,IL,2053,4,5.0,1992,4413,515987,1,0,Single Family,High
10282,VA,2435,3,4.5,1988,15613,539554,0,0,Single Family,Medium
89473,AZ,2202,3,4.0,1904,2000,399343,0,1,Single Family,Medium
11898,FL,1930,4,1.0,1977,11360,379421,1,0,Single Family,High
95120,MN,2766,6,5.0,1965,13476,487135,0,0,Single Family,High
99087,NC,3247,2,3.0,1988,9857,501619,1,0,Single Family,High
30074,AZ,1938,2,1.0,1979,11920,327606,1,0,Single Family,High
77843,AZ,2359,2,3.0,1910,12551,410636,1,0,Single Family,High
49901,VA,2832,4,1.0,1948,12258,512130,0,0,Single Family,High
21205,AZ,1379,3,1.0,1998,14189,301374,1,0,Single Family,Low
65661,MA,984,4,3.0,1922,7175,522879,0,0,Single Family,High
15906,MI,1626,3,3.0,1954,12746,243267,1,0,Single Family,High
72987,GA,2608,3,1.5,1963,5848,396803,1,0,Condo,High
73370,CO,1307,5,3.5,1934,4838,534213,1,0,Condo,Medium
64400,NY,1643,3,3.0,2010,15556,532328,1,1,Single Family,High
41852,PA,1186,3,3.0,1968,8647,333507,1,1,Single Family,Low
52870,WI,1470,5,1.5,1953,6775,315919,0,0,Condo,Medium
62756,OH,2607,2,4.5,1902,16647,332435,1,1,Single Family,Very High
11283,OR,2241,3,3.5,1986,10145,385159,1,0,Single Family,Medium
43691,MD,1751,5,2.0,2009,4471,422948,1,1,Townhouse,Low
11125,MD,1472,4,2.5,1955,17158,469589,1,0,Townhouse,Medium
36170,NY,2349,4,5.0,1981,10000,776827,0,0,Single Family,Very High
18438,CO,956,3,3.0,1993,12708,313943,0,1,Single Family,High
30095,WI,3155,4,4.5,1937,10109,397578,1,0,Single Family,High
26154,MA,2402,3,2.0,1955,17373,799003,1,0,Townhouse,High
18004,WA,1624,3,2.5,1904,15059,423017,1,0,Single Family,High
19752,NY,2569,4,2.5,1945,7193,945309,0,1,Townhouse,Low
65426,NC,2855,3,4.5,2012,10434,436622,1,0,Condo,High
36819,NY,1768,5,5.0,1910,7072,927972,1,0,Single Family,High
98708,NJ,3045,4,4.0,1909,6385,704654,1,0,Single Family,Very High
25036,NY,2020,4,1.5,2015,11819,608122,0,0,Single Family,High
87275,MN,1189,4,2.5,1943,12528,293067,1,0,Townhouse,High
59416,MA,1670,4,2.0,1989,13372,758213,0,0,Single Family,High
19587,IL,2723,5,4.5,1932,14004,581015,1,0,Condo,High
40930,OR,1854,4,5.0,1955,7835,538205,1,0,Single Family,Medium
91835,TX,2204,3,1.0,2013,7268,409704,1,0,Single Family,Medium
40090,MI,1354,1,1.0,1911,10191,179902,1,0,Townhouse,Low
97489,MI,2767,2,2.5,1901,7241,253018,0,0,Townhouse,Medium
62142,IL,2485,3,2.0,1900,6711,422605,1,0,Single Family,Very High
28888,IL,2547,5,1.5,2020,20510,516399,1,0,Condo,Medium
53732,TX,1327,4,1.5,1932,17719,279414,1,0,Single Family,High
91623,OR,2371,4,4.5,1985,8804,702227,0,0,Single Family,Medium
56305,OR,2691,2,1.0,1975,2000,610697,1,0,Townhouse,Medium
19346,IL,1456,3,2.0,1935,14400,362347,0,0,Single Family,Medium
10587,OR,1372,4,1.5,1920,2172,345621,1,0,Townhouse,Low
22763,WA,1202,2,5.0,1983,13019,512209,1,1,Single Family,Medium
79615,NY,2436,5,3.0,1925,10086,919000,1,1,Single Family,High
35556,FL,1913,4,4.0,1900,13484,436992,1,0,Townhouse,Low
69042,GA,1319,3,4.0,1937,11549,357385,1,0,Townhouse,High
55096,CA,2133,5,3.5,1989,6074,694177,1,0,Single Family,Very High
81986,NC,3351,4,1.0,1945,4032,523376,1,0,Townhouse,High
23230,CO,1541,4,5.0,1941,11857,397139,0,0,Single Family,High
39009,FL,803,3,5.0,1906,8988,359104,0,1,Single Family,High
80969,CO,1265,4,3.0,1954,9052,459692,1,1,Single Family,High
43866,AZ,1375,1,4.0,1955,2194,393899,1,0,Single Family,High
94246,NC,1701,2,1.0,2018,4524,307363,0,1,Single Family,Very High
51855,MA,2575,3,2.5,1975,13843,747613,1,0,Townhouse,Medium
91557,FL,1218,2,3.0,1962,10858,383106,1,0,Single Family,Medium
16416,GA,2014,2,3.5,1923,8585,416086,1,0,Single Family,High
82516,WI,3400,4,2.5,1982,15527,438133,1,0,Single Family,High
65915,WA,2387,4,3.5,1972,14820,723030,1,1,Condo,Medium
28058,TX,2315,4,4.0,1998,15527,527666,1,0,Single Family,High
86637,FL,3300,3,2.0,1903,8789,503692,1,0,Single Family,Medium
50718,GA,2871,6,5.0,2008,2928,590250,1,0,Single Family,Medium
42602,VA,2395,1,4.5,1941,18532,381648,1,0,Single Family,Very High
84658,PA,1782,3,1.0,1995,12621,343181,1,0,Single Family,Medium
88112,NY,1984,4,1.5,2009,12724,790979,0,0,Single Family,Very High
68067,GA,1950,2,1.5,1969,13379,283723,1,0,Condo,Medium
37516,IL,1719,4,5.0,1927,23817,414562,1,0,Townhouse,Medium
47346,AZ,1128,5,1.0,1950,5736,308918,0,1,Single Family,Low
20487,TX,2286,2,2.0,1941,18917,431833,1,0,Single Family,High
10155,NY,1816,5,5.0,2017,9765,800750,1,0,Single Family,High
86229,CA,2651,4,2.0,1904,12835,797000,1,0,Townhouse,Medium
48547,IL,973,4,1.0,2000,8915,224009,1,0,Single Family,Low
38795,TX,1926,3,5.0,1940,14221,359804,1,0,Single Family,Medium
65296,VA,1169,4,1.0,1960,7667,430413,0,0,Single Family,Medium
31447,CO,3859,2,2.0,1954,21937,923584,1,0,Single Family,Low
51814,PA,1175,5,3.5,1940,13955,323800,1,0,Single Family,Medium
85330,OR,4519,3,2.5,2010,5001,1125974,1,1,Single Family,Medium
19528,PA,2173,3,4.0,1961,6984,438055,1,0,Single Family,High
18179,AZ,2760,2,4.0,1951,6516,550541,1,1,Single Family,High
58781,MD,1210,3,2.5,2003,13518,444187,1,0,Single Family,Low
92379,TX,2526,4,3.5,1936,14984,593649,0,0,Condo,Medium
33952,MD,1856,5,5.0,1948,8592,453345,0,0,Condo,Low
63798,WI,1885,2,3.0,1941,19985,331142,1,0,Single Family,Low
60939,WA,1291,5,3.0,1913,15410,504497,1,1,Condo,Low
39516,CO,3466,5,4.0,1981,4129,808355,1,0,Townhouse,High
66526,WI,2372,3,1.5,1932,14060,404777,1,0,Condo,Medium
20449,OH,1242,1,2.0,2017,10095,182378,1,0,Townhouse,Medium
60290,PA,2124,6,1.5,1997,9174,406634,1,0,Single Family,Medium
96661,AZ,1192,3,1.5,1991,10049,441384,1,0,Townhouse,Medium
82954,OH,3205,4,2.0,1999,6670,448212,1,0,Townhouse,High
32746,NJ,2139,4,3.5,2008,15044,626095,0,0,Single Family,High
68810,FL,2488,5,3.0,2000,7199,635272,1,1,Townhouse,Medium
93297,MD,1805,3,1.5,1986,13800,409132,1,0,Condo,High
82237,MN,2266,5,1.0,1916,7515,353323,1,0,Single Family,Medium
12597,PA,2246,5,2.0,1974,3767,505540,1,0,Condo,Medium
12659,MN,2045,6,3.0,2000,10975,465796,1,1,Single Family,Medium
84567,NC,2112,3,5.0,1967,10171,352477,1,0,Townhouse,Very High
25037,WA,3116,5,3.5,1938,12967,744638,1,0,Single Family,Very High
56738,CA,1782,3,1.5,1993,11819,716418,0,0,Condo,High
81678,WA,2328,1,1.0,1909,7382,591887,1,0,Condo,High
22109,TX,2431,3,1.0,1986,13519,418349,1,0,Single Family,High
18472,CO,2084,3,3.5,2015,9134,638828,1,0,Single Family,Medium
33383,OH,1934,3,2.5,1957,6070,215684,1,0,Single Family,High
79785,MA,1679,5,2.0,2000,12364,755866,1,0,Townhouse,Medium
44518,MA,1361,4,2.0,2006,9806,720918,1,0,Condo,High
63909,WI,1995,4,4.5,1963,4306,279251,1,0,Single Family,High
25282,AZ,2077,3,1.0,1907,13223,272589,1,1,Single Family,Low
94866,WA,2090,5,1.5,1970,15664,590992,0,0,Single Family,High
31778,WA,2634,2,5.0,1939,8214,620013,1,0,Single Family,High
69675,WA,2071,3,2.5,2000,7431,555361,1,0,Single Family,Very High
15075,OR,2361,3,1.0,1926,20916,556018,1,1,Single Family,Medium
58454,IL,1311,3,5.0,1987,12140,330887,0,0,Single Family,High
38365,WI,1123,3,2.5,2004,7841,247649,1,0,Single Family,Medium
82766,PA,3186,4,5.0,1901,9543,462706,1,0,Single Family,High
58200,CO,2492,3,1.0,1915,18573,494662,1,0,Townhouse,High
21002,AZ,1846,4,3.0,1913,11049,390646,1,0,Single Family,High
23947,MA,2013,3,1.0,1916,8097,453990,0,1,Single Family,Medium
89222,WA,1725,4,2.5,1959,16631,504213,1,0,Single Family,Very High
88610,OH,2147,4,3.0,1969,2000,302888,0,0,Single Family,High
66307,NC,2588,3,1.5,1916,5975,323669,1,1,Single Family,High
14493,AZ,2122,3,3.5,1944,15008,501961,1,0,Single Family,High
60085,TX,2148,5,2.0,1937,7196,332105,1,0,Single Family,Medium
44228,WI,1374,3,1.0,2003,2000,348629,1,0,Townhouse,Medium
89676,MN,2366,5,3.0,1963,6539,398648,1,1,Single Family,Medium
61875,WA,1390,3,1.5,2020,7645,591104,1,0,Single Family,Low
41655,VA,1515,4,1.5,1905,9662,341527,1,0,Single Family,Medium
59437,PA,3755,5,2.5,2011,14838,502445,0,1,Single Family,Medium
69711,NC,500,3,4.0,1948,7086,265085,1,0,Single Family,Very High
16816,MI,1550,2,1.0,1920,10233,178754,0,1,Single Family,High
87175,MA,2478,3,4.5,1998,11213,555602,0,0,Townhouse,High
74307,VA,1210,4,5.0,1922,6993,377125,0,0,Condo,Very High
56733,FL,2581,3,3.5,1975,2000,505854,1,0,Single Family,Medium
21240,TX,2111,3,2.5,1956,7550,486066,1,1,Single Family,Medium
42762,NY,1608,3,4.0,1928,9605,676658,1,0,Townhouse,High
60139,IL,2395,3,1.0,1905,12512,425215,1,0,Townhouse,High
24849,NY,1994,4,3.0,1920,7360,590543,1,0,Condo,Medium
91768,CA,1952,6,4.5,1970,17345,831259,1,0,Townhouse,Medium
99709,MN,3098,3,4.5,2006,5654,575486,1,0,Single Family,High
64869,GA,2422,4,5.0,1940,2000,440761,0,0,Single Family,Medium
73095,GA,607,2,2.5,1979,11720,241133,1,1,Single Family,Medium
80910,OH,2559,3,3.5,1904,6080,322378,1,0,Single Family,High
96710,MN,2489,4,4.0,1914,9716,485780,1,1,Townhouse,Low
45292,CA,1342,4,4.5,1957,10022,737571,1,0,Single Family,Medium
84813,IL,2227,5,2.0,1903,12423,303918,1,0,Single Family,High
61631,GA,2078,5,4.5,1968,13162,344190,1,0,Single Family,Medium
69659,OR,2662,3,1.0,1934,3229,448787,1,0,Townhouse,High
64306,GA,1830,6,3.5,1935,11987,482799,1,0,Single Family,Low
76314,OR,2806,3,1.5,2020,8102,519642,1,1,Townhouse,High
75087,FL,1479,4,4.0,1914,7216,417549,0,1,Single Family,High
39165,OH,977,3,5.0,1991,9412,291276,0,0,Townhouse,Low
68929,OH,1830,3,2.0,1901,9147,275587,1,0,Single Family,Medium
77028,FL,2162,3,2.5,2019,11869,472366,1,0,Townhouse,Medium
59812,GA,1626,5,2.5,1956,12437,358281,1,0,Single Family,Medium
60500,IL,500,5,2.5,1904,14919,305785,1,0,Single Family,Medium
68643,GA,2265,5,3.0,1985,14978,562051,1,0,Townhouse,High
52946,IL,1733,2,4.5,1994,14365,467019,1,0,Single Family,Low
17851,OR,1695,4,1.5,1931,4466,477204,1,0,Single Family,Very High
26288,TX,3008,4,5.0,1971,9484,535625,1,0,Single Family,Low
82692,NC,897,3,1.5,1940,19476,233137,1,0,Single Family,High
77580,VA,1827,3,4.0,1941,3144,488588,1,0,Single Family,Very High
17368,NJ,2099,6,3.0,1974,18957,688511,1,0,Townhouse,Low
95436,IL,2424,5,4.0,1964,18736,587875,0,0,Condo,Very High
96497,VA,2817,4,4.5,1982,8917,561652,1,0,Townhouse,High
69871,CA,832,6,1.0,1937,3370,684052,1,0,Townhouse,High
99388,CO,2146,2,3.0,1941,13381,370753,1,0,Townhouse,Low
42174,NY,2332,3,1.0,2019,10539,806865,1,0,Single Family,Medium
16581,IL,3372,3,2.0,1936,7155,598289,1,0,Single Family,Very High
81853,GA,2286,5,5.0,1955,4403,500237,1,0,Single Family,Low
74046,AZ,962,4,4.0,1970,17295,482684,1,0,Single Family,Medium
59678,VA,987,3,3.5,2002,13883,298288,1,0,Single Family,High
98668,FL,1438,5,4.5,1988,10174,507279,0,0,Townhouse,High
92325,AZ,915,1,3.5,1953,8660,322937,1,0,Condo,High
24567,WI,2700,5,2.5,1921,2000,409493,1,1,Single Family,High
90404,GA,1666,5,2.5,1926,16442,446069,0,1,Single Family,High
99906,GA,2662,1,2.5,2004,11094,386165,0,0,Single Family,High
71944,IL,1359,1,3.5,1946,14771,313889,1,0,Townhouse,High
88002,CA,3031,3,1.0,1937,7728,980825,0,0,Townhouse,Medium
38803,MI,2610,2,1.5,2011,10460,268587,1,1,Single Family,High
27862,OR,837,4,1.0,1914,15155,373371,1,0,Townhouse,High
53355,FL,3613,4,5.0,2018,18964,694358,1,1,Single Family,Low
41259,CO,1852,3,3.5,1965,8256,530192,1,0,Single Family,High
97445,OH,1466,4,4.0,1960,8261,265921,0,0,Single Family,High
40795,MA,2970,4,1.0,1959,8771,668311,1,1,Single Family,Low
21093,CO,2827,2,3.0,1943,23232,571375,1,0,Single Family,Medium
56571,NJ,1931,4,3.0,1942,2000,610095,1,0,Townhouse,High
10193,AZ,3316,5,3.5,1905,23431,577249,1,0,Single Family,Very High
27569,TX,1082,4,4.0,1983,13193,255148,1,0,Single Family,Very High
21190,MI,1613,3,4.0,1926,9587,267120,1,0,Single Family,High
42327,AZ,2462,3,5.0,2011,7181,470017,1,1,Condo,Medium
52070,MI,1941,5,3.5,2003,16901,303537,1,0,Single Family,Medium
95925,WI,1667,5,5.0,1980,13155,368597,1,1,Townhouse,High
50197,CO,2821,3,2.5,2021,18354,678992,1,0,Single Family,High
12261,MN,2535,4,1.5,1912,8547,441249,1,0,Single Family,Medium
36512,TX,1387,1,2.0,1967,10706,328732,0,0,Single Family,High
16716,NC,1367,3,2.5,1983,9512,349982,1,0,Single Family,High
96795,GA,1618,4,4.5,2005,8130,411467,1,1,Single Family,High
38933,MD,1528,4,2.0,1963,4854,483702,1,0,Single Family,High
50583,PA,2305,5,3.5,1985,11705,520740,1,0,Condo,High
95371,GA,2390,3,2.5,1951,9763,373302,1,0,Townhouse,Low
39033,CA,2134,3,4.0,1947,12514,755694,1,0,Single Family,Medium
34000,NY,2167,3,3.0,1960,7939,549293,1,1,Townhouse,High
85868,MD,892,3,3.0,1916,10076,292727,1,0,Single Family,High
52604,FL,2555,6,5.0,1939,14310,597295,1,0,Single Family,High
78336,NY,1605,4,2.0,1974,14993,657925,1,0,Single Family,Medium
83869,NY,1976,4,2.5,1988,17640,971782,1,0,Single Family,Very High
93375,MD,2102,3,1.0,1984,5186,524931,1,1,Townhouse,Low
66044,CO,2401,3,4.0,1925,4240,555874,0,0,Single Family,Medium
73315,FL,1293,4,4.5,1979,6758,401779,0,0,Condo,Medium
16796,TX,1685,5,5.0,1939,12185,405598,1,1,Townhouse,Medium
64245,WI,1219,3,1.5,2011,8030,241860,1,0,Single Family,High
53056,CO,1298,2,3.0,1995,12869,353408,1,0,Single Family,Low
27709,NY,1748,2,5.0,1967,16389,874191,0,0,Single Family,Low
68557,MD,1352,3,1.0,2001,7723,413563,0,0,Single Family,Medium
27543,AZ,1842,4,1.0,2021,8593,418064,1,0,Single Family,Medium
47418,MI,1630,3,2.0,2016,10330,235929,1,1,Single Family,Medium
26724,WA,2061,4,2.0,1907,2000,449254,0,1,Single Family,Low
13828,OR,2705,4,3.0,1972,12556,578384,1,0,Single Family,Very High
27087,CO,2049,3,2.5,1944,3975,529657,0,1,Townhouse,High
41337,CA,1259,3,4.5,1940,7845,732837,1,0,Single Family,High
15482,NY,1906,4,4.5,1976,7448,468844,0,0,Townhouse,High
75333,CA,1704,5,2.5,1908,5106,744278,1,0,Single Family,High
98296,GA,2477,4,1.0,1969,12704,474543,1,1,Townhouse,Medium
